item,name,description,type,category,subcategory,text,predicted_label_id,predicted_label
http://www.wikidata.org/entity/Q2427430,Northeast Flag Replacement,"Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state",concept,History,historical event,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historical event | [NAME] Northeast Flag Replacement | [DESC] Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q31444630,Ballwil railway station,railway station in Switzerland,named entity,transportation,station,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] named entity | [SUBCATEGORY] station | [NAME] Ballwil railway station | [DESC] railway station in Switzerland | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q62982,Jacques Loeb,German-American physiologist and biologist (1859-1924),named entity,Biology,biologist,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] named entity | [SUBCATEGORY] biologist | [NAME] Jacques Loeb | [DESC] German-American physiologist and biologist (1859-1924) | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q327591,independent politician,individual not affiliated to any political party,concept,politics,politician,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] politician | [NAME] independent politician | [DESC] individual not affiliated to any political party | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q100649,blackwater river,type of river with a slow-moving channel flowing through forested wetlands,named entity,Geography,river,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] river | [NAME] blackwater river | [DESC] type of river with a slow-moving channel flowing through forested wetlands | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q701069,Hanbok,traditional Korean outfit comprised of a jacket and a woman’s skirt or men’s trousers,entity,Fashion,clothing,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] entity | [SUBCATEGORY] clothing | [NAME] Hanbok | [DESC] traditional Korean outfit comprised of a jacket and a woman’s skirt or men’s trousers | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q188213,state religion,religious body or creed officially endorsed by the state,concept,philosophy and religion,religion,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] religion | [NAME] state religion | [DESC] religious body or creed officially endorsed by the state | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q15975772,headlinese,abbreviated writing style used in newspaper headlines,entity,Literature,writing style,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] entity | [SUBCATEGORY] writing style | [NAME] headlinese | [DESC] abbreviated writing style used in newspaper headlines | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q7735102,Fox Nation,American streaming service of Fox News,entity,media,streaming service,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] entity | [SUBCATEGORY] streaming service | [NAME] Fox Nation | [DESC] American streaming service of Fox News | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q25334,European Robin,species of bird,concept,Biology,animal,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] animal | [NAME] European Robin | [DESC] species of bird | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q938993,frivolous political party,political party which has been created for the purposes of entertainment or political satire,concept,politics,political party,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] political party | [NAME] frivolous political party | [DESC] political party which has been created for the purposes of entertainment or political satire | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q2879962,baião,music genre and type of dance,concept,Performing arts,dance,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] concept | [SUBCATEGORY] dance | [NAME] baião | [DESC] music genre and type of dance | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q127990,Australian National University,"national research university in Canberra, Australian Capital Territory",entity,media,production company,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] entity | [SUBCATEGORY] production company | [NAME] Australian National University | [DESC] national research university in Canberra, Australian Capital Territory | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q948329,character actor,actor who predominantly plays unusual or eccentric characters,concept,Performing arts,actor,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] concept | [SUBCATEGORY] actor | [NAME] character actor | [DESC] actor who predominantly plays unusual or eccentric characters | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q4878968,bed skirt,"bedding accessory consisting of a flat and gathered or pleated piece of fabric, often matching the bedspread, attached to the rails or springs of a bed.Used to cover the bed frame and the bed legs. Also used for decoration.",entity,Fashion,textile,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] entity | [SUBCATEGORY] textile | [NAME] bed skirt | [DESC] bedding accessory consisting of a flat and gathered or pleated piece of fabric, often matching the bedspread, attached to the rails or springs of a bed.Used to cover the bed frame and the bed legs. Also used for decoration. | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q1361932,family film,film genre; films intended for a family audience of all ages,entity,Films,film genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] entity | [SUBCATEGORY] film genre | [NAME] family film | [DESC] film genre; films intended for a family audience of all ages | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q639669,musician,"person who composes, conducts or performs music",concept,Visual Arts,artist,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] artist | [NAME] musician | [DESC] person who composes, conducts or performs music | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q616077,VJing,broad designation for realtime visual performance,concept,Visual Arts,visual arts,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] visual arts | [NAME] VJing | [DESC] broad designation for realtime visual performance | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q827654,lassi,yogurt-based drink from Indian subcontinent,entity,food,dish,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] entity | [SUBCATEGORY] dish | [NAME] lassi | [DESC] yogurt-based drink from Indian subcontinent | [WIKI] ,1,cultural representative
